KIC Label
2719113 1
2719795 0
2720096 0
2720777 0
2831788 0
2831815 0
2832426 0
2834230 1
2835067 0
2835283 0
2835657 0
2835720 0
2836038 1
2837276 0
2846051 0
2846659 0
2846944 0
2847114 0
2847978 0
2848887 0
2849476 0
2850010 0
2850480 0
2854297 1
2856328 0
2856795 1
2858440 1
2860010 1
2860746 0
2970396 1
2970584 0
2971432 0
2972545 0
2973894 1
2975717 0
2984102 1
2984382 0
2987113 1
2988295 0
2988638 1
2988988 1
2990932 0
2992350 1
2993958 1
2995197 0
2995753 0
2996019 1
2996112 1
2998532 0
3096473 0
3098045 1
3098179 0
3098716 1
3099834 0
3099949 1
3100053 1
3100193 0
3100505 0
3101090 1
3101632 1
3102386 0
3102411 0
3102479 1
3103685 0
3103827 0
3109520 0
3110460 0
3110626 0
3110733 0
3111383 0
3111815 0
3111831 0
3112021 1
3112182 0
3113433 0
3113648 0
3113818 0
3113915 0
3114215 0
3114408 0
3115946 0
3116604 1
3118806 0
3119526 1
3119555 0
3120486 0
3120585 0
3121427 0
3121940 1
3122185 1
3122548 1
3123653 0
3128866 1
3129312 0
3130335 0
3215565 1
3216467 1
3216638 0
3216716 0
3217051 1
3218312 0
3218930 0
3219744 0
3220837 0
3221086 0
3221239 0
3222220 1
3222240 0
3222670 1
3222740 0
3222834 0
3230719 0
3231503 1
3232813 1
3232838 1
3234655 1
3234666 0
3234703 1
3235616 1
3236108 1
3236379 0
3237572 0
3238303 0
3238859 1
3238956 0
3240119 0
3240670 0
3241374 1
3241947 0
3242122 1
3242233 0
3247334 0
3247570 0
3248697 0
3248982 0
3323401 1
3323943 1
3325179 0
3326233 0
3326392 0
3326790 1
3336731 1
3337536 0
3337581 1
3337740 0
3338252 0
3339519 0
3342658 1
3343621 0
3343630 0
3343931 0
3346227 0
3346398 1
3346501 0
3346779 0
3347054 0
3348070 0
3348134 1
3355015 1
3356643 0
3424072 0
3424105 0
3424384 1
3425044 0
3425217 0
3425476 1
3425675 1
3426673 0
3426898 0
3427629 1
3427850 1
3428530 0
3429176 0
3429364 0
3429738 0
3430048 1
3431022 1
3431244 1
3432802 0
3437742 0
3438609 1
3439353 0
3439356 0
3439466 1
3440249 0
3441184 0
3441207 0
3441473 0
3443483 0
3444029 0
3444374 0
3445572 1
3448729 1
3449870 0
3449907 0
3453419 1
3454626 0
3455146 1
3455760 0
3455843 1
3456449 1
3457618 0
3458097 0
3459109 0
3525541 1
3526061 0
3526625 1
3526995 1
3527032 0
3527708 0
3527891 0
3528656 0
3529097 1
3529276 0
3529399 0
3529480 1
3529597 1
3530520 1
3530823 1
3530942 0
3531436 0
3531478 0
3532085 0
3532113 0
3532734 0
3532985 1
3533464 0
3533480 1
3539408 0
3539429 0
3541061 1
3541631 1
3541897 1
3543433 0
3543722 0
3543887 0
3544637 1
3544887 1
3544987 0
3545033 0
3545147 0
3546046 0
3547041 0
3547236 0
3547488 0
3548732 0
3553319 0
3553529 0
3555292 1
3555594 0
3556801 0
3559502 0
3560093 1
3560181 1
3629684 0
3631092 0
3631402 1
3631821 1
3633057 0
3633152 0
3633751 0
3634224 0
3634488 0
3634720 1
3641504 0
3642038 0
3642135 1
3642837 0
3644223 0
3644958 0
3645232 0
3645589 0
3646127 0
3646628 1
3646933 0
3647215 0
3651360 1
3654437 1
3654897 0
3656231 1
3656240 1
3658136 0
3658812 0
3660374 0
3660498 0
3660554 1
3660976 1
3661266 0
3661494 0
3663047 0
3663200 1
3727412 1
3728936 1
3729799 0
3729833 0
3730125 0
3730689 1
3730854 0
3733028 0
3734104 0
3735269 0
3735447 0
3735912 0
3736289 1
3736401 1
3736477 1
3742673 0
3744043 0
3744681 1
3745153 1
3747777 0
3747860 0
3748691 1
3749487 0
3750613 0
3750614 0
3750783 1
3750891 0
3751222 1
3754895 0
3756174 0
3756180 0
3756737 1
3758458 1
3758505 0
3758731 1
3759654 1
3759814 0
3760337 1
3760664 0
3761660 0
3765190 0
3833180 1
3833399 1
3833819 0
3834190 1
3835454 1
3835996 0
3836105 0
3837107 1
3837488 0
3838075 1
3838180 0
3839294 0
3839310 0
3847071 0
3847667 1
3847697 0
3849027 1
3849527 0
3849996 1
3850744 1
3852384 0
3853555 0
3854943 0
3855003 0
3855032 1
3855039 0
3855126 0
3858714 1
3858850 1
3860139 0
3860176 1
3860179 0
3860253 0
3861797 0
3862485 0
3863402 1
3864625 0
3866315 0
3866912 0
3867193 0
3869326 1
3934458 1
3935987 0
3936047 0
3936823 0
3936921 1
3937022 0
3937217 1
3938291 0
3939679 0
3940854 0
3942203 1
3942500 0
3942701 0
3946389 0
3946701 0
3947121 1
3951748 1
3951839 1
3952315 0
3952656 1
3953057 0
3954000 1
3954327 0
3954348 0
3954671 0
3954766 0
3954770 1
3955590 0
3956513 1
3956793 1
3957521 1
3958400 1
3958463 1
3958615 0
3958725 0
3962670 0
3962731 0
3963653 1
3965225 0
3965502 0
3966952 0
3967300 0
3968119 0
3968764 0
3969220 0
3969841 1
3970053 0
3970223 1
3970635 0
3972675 0
3973247 0
3973813 0
3974120 0
3974163 1
4036007 1
4036300 1
4037216 0
4039306 1
4039831 0
4040211 0
4041405 0
4041406 1
4041741 0
4042300 0
4042863 0
4042951 1
4042977 0
4043008 0
4043436 1
4044855 0
4048951 0
4054771 0
4055294 0
4056079 0
4056266 1
4056281 1
4056365 0
4057076 1
4057744 0
4058004 1
4059499 0
4060545 1
4060807 0
4063998 1
4064179 0
4065054 1
4065939 0
4065977 0
4065994 0
4066278 0
4066846 0
4068048 0
4069447 0
4070714 1
4070746 0
4070891 0
4071104 1
4071379 1
4072847 0
4074796 0
4075610 0
4077249 0
4077835 0
4136374 1
4136835 0
4137210 0
4139784 0
4139805 1
4139914 1
4140726 0
4140796 0
4141483 0
4141488 0
4141698 0
4141815 1
4143460 1
4143467 0
4144103 1
4147993 0
4149966 1
4157276 1
4157282 0
4157786 0
4164464 0
4164910 1
4165109 0
4168909 0
4169130 1
4169517 1
4171788 0
4172283 0
4173334 0
4174996 0
4177025 0
4241369 1
4242705 0
4243284 0
4243796 1
4243803 0
4244274 0
4244973 1
4245297 1
4246729 0
4249128 1
4249357 0
4252080 0
4252461 0
4253429 0
4261269 0
4261881 0
4262061 0
4262239 0
4262252 0
4262505 0
4262667 0
4263884 1
4269096 0
4269391 1
4270423 0
4271039 0
4275434 1
4275625 1
4276070 1
4276837 0
4277451 0
4279009 0
4279700 0
4280424 0
4281490 1
4281702 1
4281847 1
4282111 1
4283517 1
4284099 1
4284281 0
4284581 0
4345370 0
4346266 0
4346319 1
4346893 1
4346953 0
4348513 0
4348666 0
4350501 0
4356390 1
4356964 1
4357170 0
4357390 0
4357662 0
4358564 1
4358581 1
4365609 1
4366351 0
4366880 1
4367337 0
4370730 0
4371406 0
4371562 0
4372082 1
4374106 0
4374169 1
4376346 1
4376913 0
4377436 0
4378473 0
4380775 0
4381719 1
4383388 0
4445549 0
4445711 1
4446181 1
4446215 0
4446405 0
4447974 0
4448636 1
4455406 1
4455528 1
4455785 1
4456739 1
4457395 1
4457761 0
4459025 1
4459359 0
4459786 1
4460015 1
4465224 0
4465237 0
4466582 0
4469602 0
4469886 1
4470280 0
4471217 0
4471811 0
4472729 0
4474383 1
4475934 1
4476422 1
4478281 0
4478615 0
4479314 0
4480358 0
4481621 0
4481622 0
4484996 1
4543229 0
4543371 1
4545474 0
4546625 1
4548530 0
4548564 0
4553631 0
4553643 0
4553892 0
4554044 1
4555456 0
4555699 1
4555734 0
4556646 0
4557817 1
4567326 0
4569298 1
4569691 1
4570120 1
4571324 0
4571448 0
4571650 0
4571962 0
4575396 0
4575420 0
4575645 1
4577048 0
4578246 1
4578488 0
4579125 0
4580159 0
4580189 0
4585508 1
4586817 0
4586875 1
4587050 0
4633907 1
4634108 0
4634310 1
4636731 0
4637793 0
4637939 0
4638317 0
4640537 1
4640930 0
4641634 0
4644573 1
4644949 0
4645455 1
4645474 0
4645513 1
4645692 1
4646012 1
4646245 1
4648485 0
4651366 1
4659821 1
4661299 1
4662188 0
4662555 0
4662939 1
4663478 0
4663975 0
4664515 0
4667909 0
4669118 0
4669400 0
4670253 0
4671329 1
4671738 1
4672904 0
4678118 0
4678610 0
4680570 1
4680912 0
4682420 0
4726049 0
4729586 0
4729920 0
4731118 0
4731138 0
4732137 0
4735859 0
4736611 0
4737942 0
4738255 0
4738539 0
4738610 0
4738764 1
4739728 1
4741931 1
4742356 1
4743924 1
4750456 0
4751953 1
4753224 0
4754348 0
4754881 1
4755372 0
4755467 1
4755560 0
4756219 0
4756445 1
4756746 0
4756934 0
4757071 0
4757638 0
4758222 0
4760954 1
4761037 1
4762423 0
4763631 0
4764420 1
4764422 0
4770149 1
4770846 1
4771707 0
4772722 1
4773539 0
4774298 0
4813971 1
4814198 1
4814689 0
4818312 0
4818420 0
4818830 1
4821839 0
4824985 1
4826087 0
4826423 0
4826855 0
4828553 0
4828670 1
4829511 0
4829682 0
4829985 1
4830268 0
4830883 0
4831169 0
4831888 0
4832196 0
4832708 1
4832773 0
4833377 0
4833670 1
4840514 1
4843143 1
4844589 1
4845694 1
4850315 1
4850790 0
4851832 0
4851948 0
4852302 1
4852480 0
4857279 0
4857853 1
4858315 0
4860292 1
4862353 1
4863282 0
4863352 0
4902641 1
4902701 0
4903283 1
4904166 0
4906950 0
4907665 0
4908025 0
4912124 0
4912918 0
4913049 0
4913771 0
4914234 1
4915387 0
4915716 0
4916620 0
4918371 0
4918748 0
4918925 0
4918972 1
4919239 0
4920044 0
4920600 0
4921047 0
4928515 1
4928958 0
4930018 1
4930269 1
4930464 0
4930617 1
4930906 1
4931389 0
4932311 0
4933594 1
4934147 0
4934550 0
4936335 0
4936438 0
4937257 1
4937576 0
4937784 0
4939895 0
4940439 1
4940536 0
4940916 1
4945337 1
4946220 0
4946445 0
4946632 0
4948344 1
4948479 0
4949422 1
4949473 1
4950323 0
4951617 1
4952454 0
4952516 0
4953192 1
4953262 0
4991033 0
4991732 0
4995218 0
4995788 0
4995956 1
4996676 0
4997023 0
5000089 0
5000307 1
5001658 1
5002732 0
5002776 1
5003442 0
5003549 0
5003625 0
5005173 0
5005217 1
5005243 0
5005508 0
5006206 1
5006454 1
5006817 0
5007332 0
5008936 0
5008996 0
5009376 0
5009393 1
5016549 0
5017711 1
5017766 0
5018570 1
5018689 0
5021453 1
5022571 1
5022741 0
5023732 0
5023889 0
5023953 1
5024043 0
5024750 0
5025021 0
5025895 0
5026008 0
5026178 0
5031925 0
5032140 0
5033804 1
5034206 0
5034571 0
5035304 0
5038397 0
5040572 1
5040851 0
5042916 1
5078240 0
5080831 0
5083205 0
5083936 1
5084662 1
5084999 0
5087190 1
5087542 1
5088148 1
5088362 1
5089305 1
5091962 0
5092846 0
5094118 0
5095886 0
5095946 1
5096092 1
5097114 0
5097873 1
5098143 1
5098145 1
5104573 1
5104949 1
5105190 0
5105399 0
5106217 1
5107886 0
5107950 0
5109052 0
5109878 0
5110961 0
5111949 1
5112072 0
5112288 1
5112361 0
5112373 1
5112387 1
5112401 1
5112467 1
5112730 1
5112744 0
5112786 0
5112880 0
5112938 1
5112948 0
5112950 1
5112974 1
5113041 0
5113910 0
5119742 0
5121605 1
5123226 1
5124813 1
5126724 0
5128171 1
5129011 1
5129236 0
5130161 1
5165979 0
5166068 0
5167473 1
5167972 0
5168382 0
5168707 0
5168713 0
5171575 0
5172229 0
5174642 0
5175152 1
5175621 0
5175734 1
5176520 0
5176709 0
5179166 0
5180026 0
5181651 1
5181782 1
5183325 0
5183935 1
5184073 0
5184199 1
5184276 1
5192039 1
5193840 1
5193912 0
5196152 0
5196300 0
5201670 0
5206349 0
5207415 0
5210624 1
5211720 1
5211724 0
5211806 1
5213512 1
5214140 0
5215820 0
5218022 0
5218333 0
5218957 1
5219465 1
5219637 1
5219666 0
5219779 1
5220010 0
5253296 0
5253782 1
5254812 0
5255835 0
5256019 1
5262610 0
5263007 1
5264406 1
5264655 1
5265226 0
5265256 0
5265577 0
5266369 0
5266416 1
5267939 0
5269165 1
5270933 1
5271191 1
5271626 1
5272829 0
5272843 1
5282288 1
5282875 1
5283798 1
5283958 1
5284127 1
5284948 0
5285357 1
5285490 0
5287034 0
5287065 0
5287610 0
5287706 1
5288607 1
5288716 1
5289571 0
5290071 1
5295280 0
5295898 0
5297605 0
5300767 0
5302674 0
5304355 1
5304515 1
5304582 1
5305259 0
5306095 1
5306751 0
5307203 0
5307348 1
5307930 1
5308081 1
5308777 0
5339687 1
5339823 1
5340189 0
5342486 0
5343454 0
5344460 0
5344943 0
5345094 0
5350163 0
5352699 1
5353178 1
5353200 1
5353283 0
5354104 0
5356201 0
5358184 0
5358969 0
5359241 0
5359478 1
5359568 0
5359600 0
5370902 0
5371124 0
5371173 0
5371202 0
5371626 0
5371756 0
5372374 0
5373278 0
5374221 1
5376348 0
5376385 0
5376963 1
5383275 1
5383359 1
5384584 0
5384777 0
5385518 0
5390372 0
5391275 0
5392313 0
5392657 0
5393304 1
5393453 0
5394451 0
5395669 1
5395887 0
5395997 1
5427229 1
5428360 0
5430779 0
5431353 0
5435961 1
5436082 1
5436490 0
5436814 0
5437909 0
5439087 1
5439339 1
5439372 0
5440198 0
5440488 0
5441150 1
5443651 0
5443741 0
5444972 0
5445796 1
5446242 0
5446355 0
5450049 0
5450439 0
5450937 0
5451290 1
5455901 1
5456086 0
5456612 0
5457518 0
5457811 0
5458219 0
5459287 1
5459563 0
5459855 0
5460741 1
5461146 0
5461447 1
5461921 0
5462797 0
5468123 0
5468161 0
5470218 0
5471005 0
5471396 0
5472717 0
5472964 0
5472976 0
5473840 1
5474712 1
5475271 0
5475952 0
5476034 1
5477873 0
5477973 1
5478010 1
5478864 1
5479483 0
5480957 1
5511566 1
5512777 1
5512910 1
5514024 0
5514079 0
5514974 1
5515314 0
5515794 1
5515939 1
5517118 1
5517310 0
5517442 1
5521210 0
5521718 0
5522071 0
5522479 0
5522575 0
5522686 0
5522822 1
5524119 1
5524229 0
5524720 0
5525400 0
5525484 0
5525572 1
5525753 1
5526083 1
5530664 0
5530982 0
5531278 1
5534253 1
5534335 0
5534910 1
5534973 0
5535029 0
5541499 0
5542222 0
5543289 0
5544444 0
5544447 0
5544606 0
5544763 1
5545303 1
5545340 1
5545719 0
5546141 0
5546749 1
5547077 1
5552283 0
5553045 1
5553963 0
5556683 1
5556743 0
5556764 1
5557807 1
5557808 1
5558110 1
5558488 1
5560983 0
5562913 1
5563915 1
5564915 0
5564922 0
5565067 0
5565654 0
5566037 1
5566078 0
5566146 0
5566273 1
5566644 0
5566669 0
5596344 1
5597397 0
5597965 0
5599763 1
5600739 0
5601827 0
5602062 0
5602545 1
5602690 0
5610212 0
5611192 1
5611769 0
5613099 0
5613241 0
5615439 0
5616489 1
5617324 0
5620596 1
5620636 0
5620654 0
5622103 1
5622780 0
5623097 0
5623391 0
5623444 0
5623569 1
5630175 0
5630500 0
5636780 0
5637392 0
5638865 1
5639438 0
5640843 1
5641322 0
5645576 0
5645845 0
5647719 0
5650420 0
5651262 1
5653970 0
5682548 0
5685000 1
5685237 0
5685279 0
5686036 0
5688694 0
5689343 1
5689606 0
5689750 1
5693324 1
5693454 0
5694017 0
5694720 0
5696539 0
5698093 0
5698156 0
5702180 1
5702382 1
5703348 1
5706341 1
5706724 0
5706760 1
5707115 0
5707416 0
5707560 1
5709265 0
5709564 1
5709667 0
5715911 1
5717058 1
5717541 0
5721762 1
5721975 1
5722012 1
5722272 0
5722826 1
5723909 1
5724947 0
5726892 1
5726966 0
5728401 1
5728738 1
5730384 1
5730703 1
5731385 1
5731766 1
5731852 0
5732418 1
5732922 1
5733555 1
5733975 1
5734092 1
5734838 1
5735779 1
5736093 1
5736841 1
5736877 1
5736976 1
5739098 1
5768075 0
5768953 0
5769244 0
5770031 1
5770637 0
5770923 1
5771513 1
5772710 1
5773063 0
5774558 0
5774568 0
5774861 1
5779724 0
5780424 0
5780614 0
5780782 0
5780828 0
5781782 1
5781901 0
5782127 1
5782671 0
5782792 1
5784094 0
5785268 0
5785573 0
5785710 0
5787509 1
5788354 1
5791045 0
5791135 1
5791844 1
5791889 0
5792421 1
5793427 0
5794100 1
5795250 0
5795626 1
5801446 1
5802797 0
5806522 0
5808398 0
5809445 1
5810333 1
5810513 0
5811766 0
5812955 0
5816145 1
5816923 0
5817028 1
5820359 0
5822232 1
5822936 0
5854149 1
5855568 1
5856737 0
5856931 0
5857548 1
5857724 0
5858034 1
5858641 0
5858947 0
5859492 1
5860093 0
5866138 1
5866537 0
5866737 0
5866945 0
5867450 0
5867990 0
5869293 0
5869538 0
5869785 0
5872236 1
5872509 1
5876758 1
5879728 1
5882005 0
5882210 0
5891982 0
5893765 0
5893926 0
5894271 0
5896480 1
5899642 0
5903484 1
5905655 0
5905736 0
5905907 0
5906289 0
5937398 0
5938430 0
5940060 0
5940068 0
5940587 0
5943345 1
5943448 0
5944493 1
5950668 0
5952890 0
5953450 0
5953709 1
5954815 0
5956105 1
5956977 0
5959615 1
5961015 1
5962031 0
5962451 0
5962470 1
5963732 0
5964042 0
5964634 1
5965040 1
5966386 1
5967194 0
5976238 1
5976798 1
5977341 1
5977508 1
5981329 1
5981666 1
5981697 1
5983299 1
6023638 0
6024360 1
6025031 0
6025641 0
6026188 0
6026983 0
6032639 1
6033938 0
6034166 0
6037102 0
6037660 1
6037811 1
6037858 1
6038302 0
6041223 0
6041575 0
6043187 0
6044054 0
6045299 1
6045509 0
6047339 0
6047683 1
6048671 0
6048862 1
6049459 0
6057532 1
6058104 0
6058700 0
6058941 0
6060867 0
6060903 1
6061867 0
6063745 0
6067314 1
6067958 0
6067987 1
6070366 1
6070419 0
6100524 0
6100831 1
6101471 0
6103082 0
6103934 0
6104786 0
6106895 1
6113813 0
6114108 0
6114507 0
6115575 0
6116517 0
6117196 0
6117517 0
6118479 0
6118670 0
6118789 0
6119774 0
6122562 1
6122627 1
6122692 0
6123202 0
6124244 0
6125862 1
6125893 0
6126808 0
6127825 1
6128337 0
6128428 1
6128774 1
6128903 0
6129411 1
6129581 1
6129632 0
6130405 0
6130752 1
6139471 0
6139561 0
6140030 1
6140132 0
6140748 1
6140947 1
6141488 0
6142229 1
6142932 0
6142964 0
6144777 0
6148227 1
6153373 1
6181896 0
6183311 1
6185317 0
6185964 1
6186435 1
6188215 0
6188269 0
6191190 0
6191288 0
6192043 0
6192431 1
6196149 1
6196950 0
6197448 1
6198123 0
6198476 0
6198581 1
6200178 0
6200565 1
6201050 0
6203503 1
6206407 1
6207510 0
6208018 0
6208344 1
6208846 0
6209377 0
6209759 1
6210264 1
6210900 0
6211965 0
6212600 0
6212708 0
6212838 0
6220899 1
6221641 1
6222262 0
6222355 1
6222530 0
6225344 0
6225660 0
6227242 0
6228364 0
6228590 0
6229677 0
6231096 0
6231237 1
6232858 1
6232914 1
6262706 0
6262867 0
6263410 1
6264398 1
6266772 0
6267800 0
6271732 1
6271877 0
6271966 0
6272933 1
6272964 0
6273063 1
6273090 0
6276645 0
6276898 1
6276948 1
6277049 0
6277741 0
6279038 0
6279068 0
6279491 1
6280472 0
6280589 0
6280936 1
6283618 0
6283995 0
6284459 1
6286142 0
6287950 1
6288543 1
6289002 0
6289527 1
6289573 1
6303699 0
6304676 0
6304807 0
6304895 1
6305709 1
6307578 1
6308068 0
6309307 1
6309488 1
6309549 0
6311518 0
6311997 0
6312478 0
6313603 1
6341990 0
6343222 0
6343543 1
6344499 1
6345145 0
6345456 0
6345474 1
6346443 1
6347518 0
6350696 0
6350918 1
6352802 0
6356581 0
6357879 1
6358455 0
6358570 0
6358695 0
6359105 0
6359454 0
6359890 0
6360104 0
6363090 1
6363109 0
6363338 1
6365511 0
6365867 1
6367815 1
6368363 0
6368800 1
6369548 0
6369774 0
6370549 0
6371008 1
6371141 1
6372328 1
6380975 0
6382830 0
6383574 0
6384492 0
6385325 1
6385953 0
6390781 0
6391933 0
6421579 0
6423690 1
6424157 0
6425301 0
6425652 1
6428602 0
6428974 1
6429457 1
6429995 0
6430534 1
6430834 1
6431941 0
6435542 0
6435786 0
6436353 0
6437547 0
6441442 0
6443407 0
6444595 0
6445497 1
6447498 0
6447552 0
6447817 1
6447883 0
6448010 1
6448697 0
6450613 1
6451495 0
6465075 0
6465610 1
6467408 0
6467645 0
6467788 0
6468506 1
6469446 0
6470560 1
6500038 0
6500623 0
6501237 0
6501676 0
6501869 1
6502765 1
6502800 0
6502960 0
6504411 1
6504725 1
6504840 0
6504978 0
6505025 1
6507794 0
6508300 1
6508328 1
6508804 0
6508943 1
6509721 1
6510447 1
6515734 0
6516242 1
6521069 0
6521522 0
6521571 0
6522182 0
6522571 1
6525150 1
6525916 0
6526417 0
6526657 1
6528720 1
6528942 1
6530065 1
6530242 1
6531550 1
6543282 1
6546685 0
6546755 1
6547007 0
6548666 1
6549467 0
6550823 0
6551391 0
6579495 0
6579998 1
6580479 1
6583850 1
6584091 1
6584555 0
6585816 0
6586554 1
6587049 1
6587245 0
6587345 1
6587665 0
6587865 0
6590363 0
6590675 1
6590774 0
6591027 0
6591336 0
6591762 0
6592034 0
6592627 0
6593240 1
6593596 1
6594505 1
6595127 1
6603506 1
6606106 1
6606904 1
6609265 0
6610354 1
6610828 1
6611219 0
6612102 0
6612293 0
6613293 1
6613846 0
6614588 1
6615504 0
6620507 0
6620987 0
6628766 1
6629205 1
6629315 1
6631489 0
6632882 1
6633766 0
6634762 1
6635892 1
6664431 1
6664533 0
6664950 1
6665058 0
6665526 0
6672662 1
6676597 0
6676788 1
6676885 1
6677653 1
6678322 1
6678428 1
6678432 0
6678433 0
6678472 0
6679278 1
6680386 1
6680734 0
6681414 0
6681465 1
6681565 0
6688318 0
6688580 1
6689398 0
6689517 0
6690139 0
6693329 0
6695665 1
6696387 0
6696436 0
6700106 0
6700113 1
6700591 1
6701023 0
6701238 1
6705642 1
6706559 1
6706980 0
6707195 0
6708078 0
6717307 1
6718029 1
6718509 0
6720476 1
6751420 0
6751876 1
6752116 0
6755373 0
6755830 1
6755907 0
6755958 0
6756017 1
6756579 1
6756648 1
6756908 1
6757332 0
6757558 0
6757928 1
6761651 0
6762022 1
6762612 1
6762849 0
6763330 1
6764026 0
6764229 0
6764262 0
6764382 0
6764685 0
6765032 0
6765408 0
6766852 0
6767249 1
6767829 0
6768319 0
6768355 1
6768448 0
6768654 0
6774693 0
6775098 0
6776396 0
6777074 0
6777790 0
6777888 1
6777971 1
6779009 1
6779699 0
6780490 1
6781023 0
6783485 1
6784377 1
6785523 1
6786042 1
6786075 0
6786177 0
6786398 1
6790382 1
6790938 1
6791309 1
6804138 1
6805631 0
6836321 1
6837256 0
6837573 0
6838375 0
6838420 0
6838707 1
6841322 0
6841449 0
6842204 0
6842824 1
6842918 1
6843557 0
6843705 0
6844293 1
6844373 0
6847371 0
6849148 0
6849167 1
6849932 0
6850177 0
6850417 1
6851401 1
6851499 0
6853127 0
6853266 1
6853465 0
6853779 0
6854095 1
6854391 1
6859803 0
6860096 1
6860649 0
6861403 0
6863017 1
6863185 0
6863899 0
6864995 1
6865501 0
6866149 1
6866587 1
6869093 1
6870779 0
6871105 0
6871472 1
6871557 0
6875474 0
6875569 1
6876162 0
6877259 1
6877290 1
6878041 1
6878398 1
6878403 1
6878800 0
6879830 0
6887430 0
6888638 0
6888756 0
6890257 0
6890433 1
6923677 1
6924105 0
6925109 0
6925158 0
6928997 0
6929280 1
6929729 0
6933666 0
6934127 1
6934780 1
6935260 0
6936091 0
6936796 1
6936990 1
6937017 0
6937257 0
6938892 1
6939158 0
6939484 0
6940048 1
6940380 0
6945727 1
6945941 0
6946219 0
6946519 0
6947706 0
6948001 0
6949816 0
6950753 0
6950976 0
6951680 0
6951925 1
6952140 0
6952355 0
6952430 1
6952984 0
6953271 0
6955215 0
6955286 1
6956481 1
6956582 1
6957157 1
6960601 1
6960978 1
6961060 1
6961071 0
6961680 1
6962291 0
6963528 0
6963897 1
6964342 0
6965362 0
6967600 1
6974745 0
6975038 0
7006979 1
7008219 1
7009245 0
7014001 1
7014894 1
7014958 0
7017044 1
7018192 1
7018252 1
7018515 0
7019217 0
7020371 0
7020392 1
7022581 0
7024001 0
7024649 1
7025568 1
7025721 1
7031016 1
7032190 1
7032312 0
7033467 0
7033518 1
7036099 0
7036151 1
7039075 1
7040879 0
7041245 0
7042040 0
7044886 1
7045489 0
7045503 0
7048889 0
7049306 1
7049467 0
7053383 0
7092067 0
7092127 0
7093179 0
7097136 1
7098252 1
7098412 0
7098510 1
7100768 1
7100888 1
7100955 0
7101244 1
7102068 0
7102491 0
7103182 0
7103297 1
7103666 1
7104797 0
7106052 0
7107940 0
7108501 1
7108536 1
7108646 1
7109064 1
7109120 0
7117050 1
7117362 0
7118412 1
7118721 1
7119181 0
7119694 0
7119934 1
7121616 0
7121674 0
7122640 0
7122919 0
7125921 1
7128663 0
7128999 1
7129766 0
7173885 0
7174636 0
7175826 0
7176070 0
7177015 0
7178170 0
7183922 0
7184978 0
7185001 0
7186274 1
7186542 0
7187059 0
7188156 0
